nama_kabupaten_kota,periode_update,kategori,jumlah,sumber
KOTA KEDIRI,2024-04,BERAS MEDIUM,0,kaggle
KOTA KEDIRI,2024-04,BERAS PREMIUM,0,kaggle
KOTA KEDIRI,2024-04,GABAH KERING GILING,0,kaggle
KOTA KEDIRI,2024-04,GABAH KERING PANEN,0,kaggle
KOTA KEDIRI,2024-04,KEDELAI,0,kaggle
KOTA BLITAR,2024-04,GABAH KERING PANEN,0,kaggle
KOTA BLITAR,2024-04,BERAS MEDIUM,0,kaggle
KOTA BLITAR,2024-04,BERAS PREMIUM,0,kaggle
KOTA BLITAR,2024-04,KEDELAI,0,kaggle
KOTA BLITAR,2024-04,GABAH KERING GILING,0,kaggle
KOTA BLITAR,2024-04,JAGUNG PIPIL KERING,0,kaggle
KOTA MALANG,2024-04,KEDELAI,0,kaggle
KOTA MALANG,2024-04,BERAS MEDIUM,0,kaggle
KOTA MALANG,2024-04,BERAS PREMIUM,0,kaggle
KOTA MALANG,2024-04,GABAH KERING GILING,0,kaggle
KOTA MALANG,2024-04,GABAH KERING PANEN,0,kaggle
KOTA MALANG,2024-04,JAGUNG PIPIL KERING,0,kaggle
KOTA PROBOLINGGO,2024-04,KEDELAI,0,kaggle
KOTA PROBOLINGGO,2024-04,BERAS MEDIUM,0,kaggle
KOTA PROBOLINGGO,2024-04,BERAS PREMIUM,0,kaggle
KOTA PROBOLINGGO,2024-04,GABAH KERING GILING,0,kaggle
KOTA PROBOLINGGO,2024-04,GABAH KERING PANEN,0,kaggle
KOTA PROBOLINGGO,2024-04,JAGUNG PIPIL KERING,0,kaggle
KOTA PASURUAN,2024-04,JAGUNG PIPIL KERING,0,kaggle
KOTA PASURUAN,2024-04,BERAS MEDIUM,0,kaggle
KOTA PASURUAN,2024-04,BERAS PREMIUM,0,kaggle
KOTA PASURUAN,2024-04,GABAH KERING GILING,0,kaggle
KOTA PASURUAN,2024-04,GABAH KERING PANEN,0,kaggle
KOTA PASURUAN,2024-04,KEDELAI,0,kaggle
KOTA MOJOKERTO,2024-04,JAGUNG PIPIL KERING,0,kaggle
KOTA MOJOKERTO,2024-04,BERAS MEDIUM,0,kaggle
KOTA MOJOKERTO,2024-04,BERAS PREMIUM,0,kaggle
KOTA MOJOKERTO,2024-04,GABAH KERING GILING,0,kaggle
KOTA MOJOKERTO,2024-04,GABAH KERING PANEN,0,kaggle
KOTA MOJOKERTO,2024-04,KEDELAI,0,kaggle
KOTA MADIUN,2024-04,JAGUNG PIPIL KERING,0,kaggle
KOTA MADIUN,2024-04,BERAS MEDIUM,0,kaggle
KOTA MADIUN,2024-04,BERAS PREMIUM,0,kaggle
KOTA MADIUN,2024-04,GABAH KERING GILING,0,kaggle
KOTA MADIUN,2024-04,GABAH KERING PANEN,0,kaggle
KOTA MADIUN,2024-04,KEDELAI,0,kaggle
KOTA SURABAYA,2024-04,GABAH KERING GILING,0,kaggle
KOTA SURABAYA,2024-04,BERAS MEDIUM,0,kaggle
KOTA SURABAYA,2024-04,BERAS PREMIUM,0,kaggle
KOTA SURABAYA,2024-04,GABAH KERING PANEN,0,kaggle
KOTA SURABAYA,2024-04,JAGUNG PIPIL KERING,0,kaggle
KOTA SURABAYA,2024-04,KEDELAI,0,kaggle
KOTA BATU,2024-04,KEDELAI,0,kaggle
KOTA BATU,2024-04,BERAS MEDIUM,0,kaggle
KOTA BATU,2024-04,BERAS PREMIUM,0,kaggle
KOTA BATU,2024-04,GABAH KERING GILING,0,kaggle
KOTA BATU,2024-04,GABAH KERING PANEN,0,kaggle
KOTA BATU,2024-04,JAGUNG PIPIL KERING,0,kaggle
KABUPATEN PACITAN,2024-05,JAGUNG PIPIL KERING,4433,kaggle
KABUPATEN PACITAN,2024-05,BERAS MEDIUM,12163,kaggle
KABUPATEN PACITAN,2024-05,BERAS PREMIUM,13490,kaggle
KABUPATEN PACITAN,2024-05,GABAH KERING GILING,6847,kaggle
KABUPATEN PACITAN,2024-05,GABAH KERING PANEN,5635,kaggle
KABUPATEN PACITAN,2024-05,KEDELAI,10990,kaggle
KABUPATEN PONOROGO,2024-05,JAGUNG PIPIL KERING,4518,kaggle
KABUPATEN PONOROGO,2024-05,BERAS MEDIUM,11696,kaggle
KABUPATEN PONOROGO,2024-05,BERAS PREMIUM,12919,kaggle
KABUPATEN PONOROGO,2024-05,GABAH KERING GILING,7033,kaggle
KABUPATEN PONOROGO,2024-05,GABAH KERING PANEN,6138,kaggle
KABUPATEN PONOROGO,2024-05,KEDELAI,0,kaggle
KABUPATEN TRENGGALEK,2024-05,GABAH KERING PANEN,5820,kaggle
KABUPATEN TRENGGALEK,2024-05,BERAS MEDIUM,10980,kaggle
KABUPATEN TRENGGALEK,2024-05,BERAS PREMIUM,11845,kaggle
KABUPATEN TRENGGALEK,2024-05,KEDELAI,9000,kaggle
KABUPATEN TRENGGALEK,2024-05,GABAH KERING GILING,6640,kaggle
KABUPATEN TRENGGALEK,2024-05,JAGUNG PIPIL KERING,4608,kaggle
KABUPATEN TULUNGAGUNG,2024-05,GABAH KERING GILING,6897,kaggle
KABUPATEN TULUNGAGUNG,2024-05,BERAS MEDIUM,11838,kaggle
KABUPATEN TULUNGAGUNG,2024-05,BERAS PREMIUM,13205,kaggle
KABUPATEN TULUNGAGUNG,2024-05,GABAH KERING PANEN,5713,kaggle
KABUPATEN TULUNGAGUNG,2024-05,JAGUNG PIPIL KERING,4740,kaggle
KABUPATEN TULUNGAGUNG,2024-05,KEDELAI,0,kaggle
KOTA BLITAR,2024-05,KEDELAI,12000,kaggle
KOTA BLITAR,2024-05,BERAS MEDIUM,12180,kaggle
KOTA BLITAR,2024-05,BERAS PREMIUM,13385,kaggle
KOTA BLITAR,2024-05,GABAH KERING GILING,6864,kaggle
KOTA BLITAR,2024-05,GABAH KERING PANEN,5721,kaggle
KOTA BLITAR,2024-05,JAGUNG PIPIL KERING,4765,kaggle
KOTA KEDIRI,2024-05,JAGUNG PIPIL KERING,4475,kaggle
KOTA KEDIRI,2024-05,BERAS MEDIUM,11965,kaggle
KOTA KEDIRI,2024-05,BERAS PREMIUM,13070,kaggle
KOTA KEDIRI,2024-05,GABAH KERING GILING,6950,kaggle
KOTA KEDIRI,2024-05,GABAH KERING PANEN,6030,kaggle
KOTA KEDIRI,2024-05,KEDELAI,0,kaggle
KOTA MALANG,2024-05,JAGUNG PIPIL KERING,5133,kaggle
KOTA MALANG,2024-05,BERAS MEDIUM,12136,kaggle
KOTA MALANG,2024-05,BERAS PREMIUM,13310,kaggle
KOTA MALANG,2024-05,GABAH KERING GILING,6884,kaggle
KOTA MALANG,2024-05,GABAH KERING PANEN,5829,kaggle
KOTA MALANG,2024-05,KEDELAI,0,kaggle
KABUPATEN LUMAJANG,2024-05,JAGUNG PIPIL KERING,4388,kaggle
KABUPATEN LUMAJANG,2024-05,BERAS MEDIUM,13500,kaggle
KABUPATEN LUMAJANG,2024-05,BERAS PREMIUM,15000,kaggle
KABUPATEN LUMAJANG,2024-05,GABAH KERING GILING,7675,kaggle
KABUPATEN LUMAJANG,2024-05,GABAH KERING PANEN,6145,kaggle
KABUPATEN LUMAJANG,2024-05,KEDELAI,0,kaggle
KABUPATEN JEMBER,2024-05,GABAH KERING GILING,7128,kaggle
KABUPATEN JEMBER,2024-05,BERAS MEDIUM,12400,kaggle
KABUPATEN JEMBER,2024-05,BERAS PREMIUM,14035,kaggle
KABUPATEN JEMBER,2024-05,GABAH KERING PANEN,5978,kaggle
KABUPATEN JEMBER,2024-05,JAGUNG PIPIL KERING,4522,kaggle
KABUPATEN JEMBER,2024-05,KEDELAI,0,kaggle
KABUPATEN BANYUWANGI,2024-05,KEDELAI,0,kaggle
KABUPATEN BANYUWANGI,2024-05,BERAS MEDIUM,12663,kaggle
KABUPATEN BANYUWANGI,2024-05,BERAS PREMIUM,13806,kaggle
KABUPATEN BANYUWANGI,2024-05,GABAH KERING GILING,7140,kaggle
KABUPATEN BANYUWANGI,2024-05,GABAH KERING PANEN,6035,kaggle
KABUPATEN BANYUWANGI,2024-05,JAGUNG PIPIL KERING,4609,kaggle
KABUPATEN BONDOWOSO,2024-05,JAGUNG PIPIL KERING,3945,kaggle
KABUPATEN BONDOWOSO,2024-05,BERAS MEDIUM,12815,kaggle
KABUPATEN BONDOWOSO,2024-05,BERAS PREMIUM,14090,kaggle
KABUPATEN BONDOWOSO,2024-05,GABAH KERING GILING,7095,kaggle
KABUPATEN BONDOWOSO,2024-05,GABAH KERING PANEN,5830,kaggle
KABUPATEN BONDOWOSO,2024-05,KEDELAI,0,kaggle
KABUPATEN SITUBONDO,2024-05,JAGUNG PIPIL KERING,4240,kaggle
KABUPATEN SITUBONDO,2024-05,BERAS MEDIUM,11773,kaggle
KABUPATEN SITUBONDO,2024-05,BERAS PREMIUM,13000,kaggle
KABUPATEN SITUBONDO,2024-05,GABAH KERING GILING,7133,kaggle
KABUPATEN SITUBONDO,2024-05,GABAH KERING PANEN,6213,kaggle
KABUPATEN SITUBONDO,2024-05,KEDELAI,0,kaggle
KOTA PROBOLINGGO,2024-05,GABAH KERING GILING,7038,kaggle
KOTA PROBOLINGGO,2024-05,BERAS MEDIUM,12100,kaggle
KOTA PROBOLINGGO,2024-05,BERAS PREMIUM,13500,kaggle
KOTA PROBOLINGGO,2024-05,JAGUNG PIPIL KERING,4456,kaggle
KOTA PROBOLINGGO,2024-05,KEDELAI,0,kaggle
KOTA PROBOLINGGO,2024-05,GABAH KERING PANEN,0,kaggle
KOTA PASURUAN,2024-05,KEDELAI,0,kaggle
KOTA PASURUAN,2024-05,BERAS MEDIUM,12830,kaggle
KOTA PASURUAN,2024-05,BERAS PREMIUM,14000,kaggle
KOTA PASURUAN,2024-05,GABAH KERING GILING,6920,kaggle
KOTA PASURUAN,2024-05,GABAH KERING PANEN,5965,kaggle
KOTA PASURUAN,2024-05,JAGUNG PIPIL KERING,4800,kaggle
KABUPATEN SIDOARJO,2024-05,KEDELAI,0,kaggle
KABUPATEN SIDOARJO,2024-05,BERAS MEDIUM,12054,kaggle
KABUPATEN SIDOARJO,2024-05,BERAS PREMIUM,14160,kaggle
KABUPATEN SIDOARJO,2024-05,GABAH KERING GILING,7000,kaggle
KABUPATEN SIDOARJO,2024-05,GABAH KERING PANEN,5887,kaggle
KABUPATEN SIDOARJO,2024-05,JAGUNG PIPIL KERING,0,kaggle
KOTA MOJOKERTO,2024-05,JAGUNG PIPIL KERING,4744,kaggle
KOTA MOJOKERTO,2024-05,BERAS MEDIUM,12770,kaggle
KOTA MOJOKERTO,2024-05,BERAS PREMIUM,13940,kaggle
KOTA MOJOKERTO,2024-05,GABAH KERING GILING,6920,kaggle
KOTA MOJOKERTO,2024-05,GABAH KERING PANEN,5920,kaggle
KOTA MOJOKERTO,2024-05,KEDELAI,0,kaggle
KABUPATEN JOMBANG,2024-05,JAGUNG PIPIL KERING,4500,kaggle
KABUPATEN JOMBANG,2024-05,BERAS MEDIUM,13000,kaggle
KABUPATEN JOMBANG,2024-05,BERAS PREMIUM,14000,kaggle
KABUPATEN JOMBANG,2024-05,GABAH KERING GILING,6981,kaggle
KABUPATEN JOMBANG,2024-05,GABAH KERING PANEN,5918,kaggle
KABUPATEN JOMBANG,2024-05,KEDELAI,0,kaggle
KABUPATEN NGANJUK,2024-05,JAGUNG PIPIL KERING,4733,kaggle
KABUPATEN NGANJUK,2024-05,BERAS MEDIUM,12108,kaggle
KABUPATEN NGANJUK,2024-05,BERAS PREMIUM,13163,kaggle
KABUPATEN NGANJUK,2024-05,GABAH KERING GILING,6763,kaggle
KABUPATEN NGANJUK,2024-05,GABAH KERING PANEN,5713,kaggle
KABUPATEN NGANJUK,2024-05,KEDELAI,10000,kaggle
KOTA MADIUN,2024-05,GABAH KERING GILING,6700,kaggle
KOTA MADIUN,2024-05,BERAS MEDIUM,12000,kaggle
KOTA MADIUN,2024-05,BERAS PREMIUM,13000,kaggle
KOTA MADIUN,2024-05,GABAH KERING PANEN,5700,kaggle
KOTA MADIUN,2024-05,JAGUNG PIPIL KERING,0,kaggle
KOTA MADIUN,2024-05,KEDELAI,0,kaggle
KABUPATEN MAGETAN,2024-05,KEDELAI,0,kaggle
KABUPATEN MAGETAN,2024-05,BERAS MEDIUM,12538,kaggle
KABUPATEN MAGETAN,2024-05,BERAS PREMIUM,0,kaggle
KABUPATEN MAGETAN,2024-05,GABAH KERING GILING,6750,kaggle
KABUPATEN MAGETAN,2024-05,GABAH KERING PANEN,5500,kaggle
KABUPATEN MAGETAN,2024-05,JAGUNG PIPIL KERING,0,kaggle
KABUPATEN NGAWI,2024-05,JAGUNG PIPIL KERING,4367,kaggle
KABUPATEN NGAWI,2024-05,BERAS MEDIUM,12667,kaggle
KABUPATEN NGAWI,2024-05,BERAS PREMIUM,14000,kaggle
KABUPATEN NGAWI,2024-05,GABAH KERING GILING,7000,kaggle
KABUPATEN NGAWI,2024-05,GABAH KERING PANEN,5900,kaggle
KABUPATEN NGAWI,2024-05,KEDELAI,0,kaggle
KABUPATEN BOJONEGORO,2024-05,JAGUNG PIPIL KERING,5550,kaggle
KABUPATEN BOJONEGORO,2024-05,BERAS MEDIUM,12083,kaggle
KABUPATEN BOJONEGORO,2024-05,BERAS PREMIUM,14000,kaggle
KABUPATEN BOJONEGORO,2024-05,GABAH KERING GILING,7525,kaggle
KABUPATEN BOJONEGORO,2024-05,GABAH KERING PANEN,6342,kaggle
KABUPATEN BOJONEGORO,2024-05,KEDELAI,8583,kaggle
KABUPATEN TUBAN,2024-05,GABAH KERING PANEN,6621,kaggle
KABUPATEN TUBAN,2024-05,BERAS MEDIUM,11685,kaggle
KABUPATEN TUBAN,2024-05,BERAS PREMIUM,14000,kaggle
KABUPATEN TUBAN,2024-05,KEDELAI,9000,kaggle
KABUPATEN TUBAN,2024-05,GABAH KERING GILING,7733,kaggle
KABUPATEN TUBAN,2024-05,JAGUNG PIPIL KERING,4391,kaggle
KABUPATEN LAMONGAN,2024-05,GABAH KERING GILING,0,kaggle
KABUPATEN LAMONGAN,2024-05,BERAS MEDIUM,0,kaggle
KABUPATEN LAMONGAN,2024-05,BERAS PREMIUM,0,kaggle
KABUPATEN LAMONGAN,2024-05,GABAH KERING PANEN,0,kaggle
KABUPATEN LAMONGAN,2024-05,JAGUNG PIPIL KERING,0,kaggle
KABUPATEN LAMONGAN,2024-05,KEDELAI,0,kaggle
KABUPATEN GRESIK,2024-05,KEDELAI,0,kaggle
KABUPATEN GRESIK,2024-05,BERAS MEDIUM,0,kaggle
KABUPATEN GRESIK,2024-05,BERAS PREMIUM,0,kaggle
KABUPATEN GRESIK,2024-05,GABAH KERING GILING,0,kaggle
KABUPATEN GRESIK,2024-05,GABAH KERING PANEN,0,kaggle
KABUPATEN GRESIK,2024-05,JAGUNG PIPIL KERING,0,kaggle
KABUPATEN BANGKALAN,2024-05,JAGUNG PIPIL KERING,5475,kaggle
KABUPATEN BANGKALAN,2024-05,BERAS MEDIUM,11375,kaggle
KABUPATEN BANGKALAN,2024-05,BERAS PREMIUM,14375,kaggle
KABUPATEN BANGKALAN,2024-05,GABAH KERING GILING,6500,kaggle
KABUPATEN BANGKALAN,2024-05,GABAH KERING PANEN,0,kaggle
KABUPATEN BANGKALAN,2024-05,KEDELAI,0,kaggle
KABUPATEN SAMPANG,2024-05,JAGUNG PIPIL KERING,4754,kaggle
KABUPATEN SAMPANG,2024-05,BERAS MEDIUM,10850,kaggle
KABUPATEN SAMPANG,2024-05,BERAS PREMIUM,11850,kaggle
KABUPATEN SAMPANG,2024-05,GABAH KERING GILING,6594,kaggle
KABUPATEN SAMPANG,2024-05,GABAH KERING PANEN,5594,kaggle
KABUPATEN SAMPANG,2024-05,KEDELAI,10000,kaggle
KABUPATEN PAMEKASAN,2024-05,JAGUNG PIPIL KERING,5500,kaggle
KABUPATEN PAMEKASAN,2024-05,BERAS MEDIUM,10000,kaggle
KABUPATEN PAMEKASAN,2024-05,BERAS PREMIUM,11500,kaggle
KABUPATEN PAMEKASAN,2024-05,GABAH KERING GILING,6500,kaggle
KABUPATEN PAMEKASAN,2024-05,GABAH KERING PANEN,5500,kaggle
KABUPATEN PAMEKASAN,2024-05,KEDELAI,10000,kaggle
KABUPATEN SUMENEP,2024-05,GABAH KERING GILING,0,kaggle
KABUPATEN SUMENEP,2024-05,BERAS MEDIUM,9500,kaggle
KABUPATEN SUMENEP,2024-05,BERAS PREMIUM,0,kaggle
KABUPATEN SUMENEP,2024-05,GABAH KERING PANEN,0,kaggle
KABUPATEN SUMENEP,2024-05,JAGUNG PIPIL KERING,4200,kaggle
KABUPATEN SUMENEP,2024-05,KEDELAI,0,kaggle
KOTA KEDIRI,2024-05,KEDELAI,0,kaggle
KOTA KEDIRI,2024-05,BERAS MEDIUM,0,kaggle
KOTA KEDIRI,2024-05,BERAS PREMIUM,0,kaggle
KOTA KEDIRI,2024-05,GABAH KERING GILING,0,kaggle
KOTA KEDIRI,2024-05,GABAH KERING PANEN,0,kaggle
KOTA KEDIRI,2024-05,JAGUNG PIPIL KERING,0,kaggle
KOTA BLITAR,2024-05,JAGUNG PIPIL KERING,0,kaggle
KOTA BLITAR,2024-05,BERAS MEDIUM,0,kaggle
KOTA BLITAR,2024-05,BERAS PREMIUM,0,kaggle
KOTA BLITAR,2024-05,GABAH KERING GILING,0,kaggle
KOTA BLITAR,2024-05,GABAH KERING PANEN,0,kaggle
KOTA BLITAR,2024-05,KEDELAI,0,kaggle
KOTA MALANG,2024-05,JAGUNG PIPIL KERING,0,kaggle
KOTA MALANG,2024-05,BERAS MEDIUM,0,kaggle
KOTA MALANG,2024-05,BERAS PREMIUM,0,kaggle
KOTA MALANG,2024-05,GABAH KERING GILING,0,kaggle
KOTA MALANG,2024-05,GABAH KERING PANEN,0,kaggle
KOTA MALANG,2024-05,KEDELAI,0,kaggle
KOTA PROBOLINGGO,2024-05,GABAH KERING GILING,0,kaggle
KOTA PROBOLINGGO,2024-05,BERAS MEDIUM,0,kaggle
KOTA PROBOLINGGO,2024-05,BERAS PREMIUM,0,kaggle
KOTA PROBOLINGGO,2024-05,JAGUNG PIPIL KERING,0,kaggle
KOTA PROBOLINGGO,2024-05,KEDELAI,0,kaggle
KOTA PROBOLINGGO,2024-05,GABAH KERING PANEN,0,kaggle
KOTA PASURUAN,2024-05,GABAH KERING GILING,0,kaggle
KOTA PASURUAN,2024-05,BERAS MEDIUM,0,kaggle
KOTA PASURUAN,2024-05,BERAS PREMIUM,0,kaggle
KOTA PASURUAN,2024-05,GABAH KERING PANEN,0,kaggle
KOTA PASURUAN,2024-05,JAGUNG PIPIL KERING,0,kaggle
KOTA PASURUAN,2024-05,KEDELAI,0,kaggle
KOTA MOJOKERTO,2024-05,KEDELAI,0,kaggle
KOTA MOJOKERTO,2024-05,BERAS MEDIUM,0,kaggle
KOTA MOJOKERTO,2024-05,BERAS PREMIUM,0,kaggle
KOTA MOJOKERTO,2024-05,GABAH KERING GILING,0,kaggle
KOTA MOJOKERTO,2024-05,GABAH KERING PANEN,0,kaggle
KOTA MOJOKERTO,2024-05,JAGUNG PIPIL KERING,0,kaggle
KOTA MADIUN,2024-05,JAGUNG PIPIL KERING,0,kaggle
KOTA MADIUN,2024-05,BERAS MEDIUM,0,kaggle
KOTA MADIUN,2024-05,BERAS PREMIUM,0,kaggle
KOTA MADIUN,2024-05,GABAH KERING GILING,0,kaggle
KOTA MADIUN,2024-05,GABAH KERING PANEN,0,kaggle
KOTA MADIUN,2024-05,KEDELAI,0,kaggle
KOTA SURABAYA,2024-05,JAGUNG PIPIL KERING,0,kaggle
KOTA SURABAYA,2024-05,BERAS MEDIUM,0,kaggle
KOTA SURABAYA,2024-05,BERAS PREMIUM,0,kaggle
KOTA SURABAYA,2024-05,GABAH KERING GILING,0,kaggle
KOTA SURABAYA,2024-05,GABAH KERING PANEN,0,kaggle
KOTA SURABAYA,2024-05,KEDELAI,0,kaggle
KOTA BATU,2024-05,JAGUNG PIPIL KERING,0,kaggle
KOTA BATU,2024-05,BERAS MEDIUM,0,kaggle
KOTA BATU,2024-05,BERAS PREMIUM,0,kaggle
KOTA BATU,2024-05,GABAH KERING GILING,0,kaggle
KOTA BATU,2024-05,GABAH KERING PANEN,0,kaggle
KOTA BATU,2024-05,KEDELAI,0,kaggle
KABUPATEN PACITAN,2024-06,GABAH KERING GILING,7293,kaggle
KABUPATEN PACITAN,2024-06,BERAS MEDIUM,12325,kaggle
KABUPATEN PACITAN,2024-06,BERAS PREMIUM,13413,kaggle
KABUPATEN PACITAN,2024-06,GABAH KERING PANEN,6247,kaggle
KABUPATEN PACITAN,2024-06,JAGUNG PIPIL KERING,4375,kaggle
KABUPATEN PACITAN,2024-06,KEDELAI,11090,kaggle
KABUPATEN PONOROGO,2024-06,KEDELAI,0,kaggle
KABUPATEN PONOROGO,2024-06,BERAS MEDIUM,12500,kaggle
KABUPATEN PONOROGO,2024-06,BERAS PREMIUM,13500,kaggle
KABUPATEN PONOROGO,2024-06,GABAH KERING GILING,7367,kaggle
KABUPATEN PONOROGO,2024-06,GABAH KERING PANEN,6467,kaggle
KABUPATEN PONOROGO,2024-06,JAGUNG PIPIL KERING,4082,kaggle
KABUPATEN TRENGGALEK,2024-06,JAGUNG PIPIL KERING,4317,kaggle
KABUPATEN TRENGGALEK,2024-06,BERAS MEDIUM,10900,kaggle
KABUPATEN TRENGGALEK,2024-06,BERAS PREMIUM,11485,kaggle
KABUPATEN TRENGGALEK,2024-06,GABAH KERING GILING,7020,kaggle
KABUPATEN TRENGGALEK,2024-06,GABAH KERING PANEN,6270,kaggle
KABUPATEN TRENGGALEK,2024-06,KEDELAI,9850,kaggle
KABUPATEN TULUNGAGUNG,2024-06,JAGUNG PIPIL KERING,4438,kaggle
KABUPATEN TULUNGAGUNG,2024-06,BERAS MEDIUM,11914,kaggle
KABUPATEN TULUNGAGUNG,2024-06,BERAS PREMIUM,13156,kaggle
KABUPATEN TULUNGAGUNG,2024-06,GABAH KERING GILING,7244,kaggle
KABUPATEN TULUNGAGUNG,2024-06,GABAH KERING PANEN,6172,kaggle
KABUPATEN TULUNGAGUNG,2024-06,KEDELAI,0,kaggle
KOTA BLITAR,2024-06,GABAH KERING PANEN,6327,kaggle
KOTA BLITAR,2024-06,BERAS MEDIUM,12498,kaggle
KOTA BLITAR,2024-06,BERAS PREMIUM,13658,kaggle
KOTA BLITAR,2024-06,KEDELAI,0,kaggle
KOTA BLITAR,2024-06,GABAH KERING GILING,6967,kaggle
KOTA BLITAR,2024-06,JAGUNG PIPIL KERING,4492,kaggle
KOTA KEDIRI,2024-06,GABAH KERING GILING,7405,kaggle
KOTA KEDIRI,2024-06,BERAS MEDIUM,11850,kaggle
KOTA KEDIRI,2024-06,BERAS PREMIUM,13295,kaggle
KOTA KEDIRI,2024-06,GABAH KERING PANEN,6545,kaggle
KOTA KEDIRI,2024-06,JAGUNG PIPIL KERING,4180,kaggle
KOTA KEDIRI,2024-06,KEDELAI,0,kaggle
KOTA MALANG,2024-06,KEDELAI,0,kaggle
KOTA MALANG,2024-06,BERAS MEDIUM,12444,kaggle
KOTA MALANG,2024-06,BERAS PREMIUM,13242,kaggle
KOTA MALANG,2024-06,GABAH KERING GILING,7450,kaggle
KOTA MALANG,2024-06,GABAH KERING PANEN,6513,kaggle
KOTA MALANG,2024-06,JAGUNG PIPIL KERING,4767,kaggle
KABUPATEN LUMAJANG,2024-06,JAGUNG PIPIL KERING,4300,kaggle
KABUPATEN LUMAJANG,2024-06,BERAS MEDIUM,12833,kaggle
KABUPATEN LUMAJANG,2024-06,BERAS PREMIUM,14333,kaggle
KABUPATEN LUMAJANG,2024-06,GABAH KERING GILING,7667,kaggle
KABUPATEN LUMAJANG,2024-06,GABAH KERING PANEN,6917,kaggle
KABUPATEN LUMAJANG,2024-06,KEDELAI,0,kaggle
KABUPATEN JEMBER,2024-06,JAGUNG PIPIL KERING,4345,kaggle
KABUPATEN JEMBER,2024-06,BERAS MEDIUM,12435,kaggle
KABUPATEN JEMBER,2024-06,BERAS PREMIUM,14295,kaggle
KABUPATEN JEMBER,2024-06,GABAH KERING GILING,7728,kaggle
KABUPATEN JEMBER,2024-06,GABAH KERING PANEN,6635,kaggle
KABUPATEN JEMBER,2024-06,KEDELAI,0,kaggle
KABUPATEN BANYUWANGI,2024-06,JAGUNG PIPIL KERING,4338,kaggle
KABUPATEN BANYUWANGI,2024-06,BERAS MEDIUM,12900,kaggle
KABUPATEN BANYUWANGI,2024-06,BERAS PREMIUM,13900,kaggle
KABUPATEN BANYUWANGI,2024-06,GABAH KERING GILING,7700,kaggle
KABUPATEN BANYUWANGI,2024-06,GABAH KERING PANEN,6688,kaggle
KABUPATEN BANYUWANGI,2024-06,KEDELAI,0,kaggle
KABUPATEN BONDOWOSO,2024-06,GABAH KERING GILING,7502,kaggle
KABUPATEN BONDOWOSO,2024-06,BERAS MEDIUM,13108,kaggle
KABUPATEN BONDOWOSO,2024-06,BERAS PREMIUM,14135,kaggle
KABUPATEN BONDOWOSO,2024-06,GABAH KERING PANEN,6455,kaggle
KABUPATEN BONDOWOSO,2024-06,JAGUNG PIPIL KERING,4400,kaggle
KABUPATEN BONDOWOSO,2024-06,KEDELAI,0,kaggle
KABUPATEN SITUBONDO,2024-06,KEDELAI,0,kaggle
KABUPATEN SITUBONDO,2024-06,BERAS MEDIUM,12800,kaggle
KABUPATEN SITUBONDO,2024-06,BERAS PREMIUM,13800,kaggle
KABUPATEN SITUBONDO,2024-06,GABAH KERING GILING,7500,kaggle
KABUPATEN SITUBONDO,2024-06,GABAH KERING PANEN,6488,kaggle
KABUPATEN SITUBONDO,2024-06,JAGUNG PIPIL KERING,4300,kaggle
KOTA PROBOLINGGO,2024-06,JAGUNG PIPIL KERING,4306,kaggle
KOTA PROBOLINGGO,2024-06,BERAS MEDIUM,12525,kaggle
KOTA PROBOLINGGO,2024-06,BERAS PREMIUM,14025,kaggle
KOTA PROBOLINGGO,2024-06,GABAH KERING GILING,8000,kaggle
KOTA PROBOLINGGO,2024-06,GABAH KERING PANEN,6300,kaggle
KOTA PROBOLINGGO,2024-06,KEDELAI,0,kaggle
KOTA PASURUAN,2024-06,JAGUNG PIPIL KERING,4530,kaggle
KOTA PASURUAN,2024-06,BERAS MEDIUM,12800,kaggle
KOTA PASURUAN,2024-06,BERAS PREMIUM,14000,kaggle
KOTA PASURUAN,2024-06,GABAH KERING GILING,7220,kaggle
KOTA PASURUAN,2024-06,GABAH KERING PANEN,6220,kaggle
KOTA PASURUAN,2024-06,KEDELAI,11000,kaggle
KABUPATEN SIDOARJO,2024-06,KEDELAI,0,kaggle
KABUPATEN SIDOARJO,2024-06,BERAS MEDIUM,12207,kaggle
KABUPATEN SIDOARJO,2024-06,BERAS PREMIUM,13871,kaggle
KABUPATEN SIDOARJO,2024-06,GABAH KERING PANEN,6371,kaggle
KABUPATEN SIDOARJO,2024-06,JAGUNG PIPIL KERING,4300,kaggle
KABUPATEN SIDOARJO,2024-06,GABAH KERING GILING,7369,kaggle
KOTA MOJOKERTO,2024-06,GABAH KERING GILING,7433,kaggle
KOTA MOJOKERTO,2024-06,BERAS MEDIUM,12817,kaggle
KOTA MOJOKERTO,2024-06,BERAS PREMIUM,14000,kaggle
KOTA MOJOKERTO,2024-06,GABAH KERING PANEN,6435,kaggle
KOTA MOJOKERTO,2024-06,JAGUNG PIPIL KERING,4320,kaggle
KOTA MOJOKERTO,2024-06,KEDELAI,0,kaggle
KABUPATEN JOMBANG,2024-06,KEDELAI,11000,kaggle
KABUPATEN JOMBANG,2024-06,BERAS MEDIUM,12938,kaggle
KABUPATEN JOMBANG,2024-06,BERAS PREMIUM,13938,kaggle
KABUPATEN JOMBANG,2024-06,GABAH KERING GILING,7713,kaggle
